id,serial,pub,class,refclass
7167279,Advances in Mathematics,2020,"['35Q30', '76D03', '35D30', '76D05', '35B65']","['30H25', '35A01', '35A01', '35A01', '35A02', '35A02', '35A02', '35B30', '35B30', '35B65', '35B65', '35B65', '35B65', '35D05', '35D30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q30', '35Q35', '35R05', '35R35', '42B25', '76-02', '76B47', '76D03', '76D03', '76D03', '76D03', '76D03', '76D03', '76D03', '76D03', '76D03', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76D05', '76Dxx', '76N10']"
7173965,Advances in Mathematics,2020,"['14A20', '57R18', '55N32', '16E40']","['05E10', '13-02', '13C40', '13D02', '13D03', '13D07', '13D09', '13D10', '13D10', '13H05', '13H10', '13N05', '14-02', '14-02', '14-02', '14-02', '14-02', '14A20', '14A20', '14A20', '14A20', '14A22', '14A22', '14A22', '14A22', '14A22', '14A22', '14Axx', '14B05', '14C05', '14C05', '14C15', '14C17', '14C25', '14C25', '14C30', '14C30', '14D07', '14D15', '14D22', '14D23', '14D99', '14E15', '14E15', '14E15', '14E15', '14E15', '14E16', '14E30', '14Exx', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F05', '14F08', '14F08', '14F10', '14F20', '14F40', '14F40', '14F43', '14F99', '14Fxx', '14Hxx', '14J28', '14J28', '14J30', '14J32', '14J50', '14J60', '14Jxx', '14K99', '14L15', '14L30', '14L30', '14L30', '14M12', '14N35', '14N35', '14N35', '14N35', '14Nxx', '16D90', '16E05', '16E40', '16E40', '16E40', '16E40', '16E40', '16E40', '16E40', '16E40', '16E40', '16E40', '16E40', '16G20', '16S10', '16S34', '16S35', '16S35', '16S35', '16S38', '16S38', '16S80', '16S80', '16S80', '16S80', '16T05', '16W22', '16W70', '17B10', '17B63', '17B66', '17B80', '18-02', '18E10', '18E15', '18E15', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18E30', '18G10', '18G35', '18G35', '18G40', '18G55', '18G55', '18G55', '18G55', '18G60', '18G80', '19D55', '19L10', '19L10', '19L47', '20C05', '20C08', '20C08', '20C08', '20F55', '20F55', '20G05', '20J06', '32-02', '32G20', '32J25', '32Q55', '35Q99', '53C05', '53C26', '53C55', '53D17', '53D17', '53D45', '53D45', '53D50', '53D55', '53D55', '53D55', '53D55', '53D55', '53D55', '55N32', '55N45', '55U35', '57-02', '57R18', '57S25', '57T15', '58B34', '58H10', '81R25', '81S10', '81T30', '81T30', '81T30', '81T45', '83E30']"
7173966,Advances in Mathematics,2020,"['35P30', '35P15', '05C50', '35J92', '35J25']","['00A05', '00A06', '01A75', '05-01', '05-02', '05B20', '05C12', '05C22', '05C22', '05C22', '05C25', '05C35', '05C35', '05C35', '05C40', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C50', '05C62', '05C63', '05C63', '05C63', '05C75', '05C85', '05C85', '05C85', '05C90', '05C99', '05C99', '05C99', '11F06', '11F70', '11F72', '22-02', '22E40', '31C05', '31C20', '31C20', '31C20', '31C45', '34L99', '35-00', '35B05', '35B32', '35B35', '35B45', '35B65', '35J05', '35J05', '35J10', '35J20', '35J20', '35J60', '35J65', '35J70', '35J70', '35K05', '35K59', '35P05', '35P05', '35P15', '35P15', '35P15', '35P15', '35P15', '35P20', '35P30', '35P30', '35P30', '35R02', '35R02', '39A12', '39A12', '39A12', '39A12', '39A12', '39A12', '39A12', '39A12', '39A20', '39A70', '39A70', '39A70', '43A05', '45-00', '46-02', '46A45', '46Bxx', '46Jxx', '47-02', '47A10', '47A55', '47A70', '47B06', '47B10', '47B25', '47B36', '47B39', '47B39', '47B60', '47H30', '47J30', '49R50', '49R50', '52B60', '52C99', '53-02', '53C20', '53C20', '53C21', '53C21', '53C21', '58-02', '58C40', '58C40', '58C40', '58E05', '58J35', '58J35', '58J40', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J50', '58J65', '60G50', '60J05', '60J60', '62-01', '62H17', '62H30', '62Hxx', '68R10', '81Q10', '81Q10', '81Q15', '81Q35', '81V70', '90C27']"
7173967,Advances in Mathematics,2020,"['14F08', '14F43', '14A20', '55P35', '19D55', '13D03']","['13D03', '13D03', '13D03', '14-02', '14A20', '14A20', '14A20', '14A20', '14A20', '14A20', '14A20', '14A22', '14B05', '14B20', '14C17', '14C30', '14C35', '14C35', '14C40', '14D24', '14Dxx', '14F05', '14F05', '14F05', '14F05', '14F08', '14F08', '14F10', '14F10', '14F10', '14F20', '14F20', '14F20', '14F25', '14F25', '14F35', '14F40', '14F40', '14F43', '14H30', '14L24', '14L30', '14M15', '14M17', '16D90', '16D90', '16E40', '16E40', '16E40', '16E40', '16E40', '17B10', '17B55', '18-02', '18B25', '18B30', '18D05', '18D05', '18D10', '18D10', '18E30', '18E30', '18E30', '18E30', '18E30', '18F10', '18F10', '18F10', '18F20', '18F20', '18F20', '18F20', '18F25', '18F25', '18G30', '18G35', '18G55', '18G55', '18G55', '18G60', '18G80', '18G90', '18G90', '19-02', '19D55', '19D55', '19D55', '19D55', '19D55', '19Dxx', '19F27', '19L47', '20-02', '20C08', '20G05', '20G10', '20G10', '22-02', '22D35', '22E15', '22E46', '22E57', '22Exx', '32C35', '53D17', '53D50', '55N10', '55N15', '55N15', '55N22', '55N25', '55N25', '55N25', '55N35', '55N91', '55N91', '55P35', '55P35', '55P35', '55P35', '55P42', '55P42', '55P43', '55P43', '55P43', '55P91', '55P92', '55U35', '55U35', '55U40', '57N80', '57R15', '57R15', '57R19', '57R56', '57R56', '57R75', '57S05', '57S10', '57T10', '58A12', '58D29', '58H05', '58J20', '58J22', '81T45']"
7173968,Advances in Mathematics,2020,"['44A35', '52A40', '52A39']","['26A51', '26A51', '26B25', '26B25', '26B25', '26D15', '26D15', '26D15', '28A10', '35A22', '35F21', '35J96', '46B06', '46B09', '46B20', '46E30', '52-02', '52A20', '52A20', '52A20', '52A20', '52A20', '52A21', '52A21', '52A22', '52A23', '52A23', '52A30', '52A40', '52A40', '52A40', '52A40', '60B05', '60D05', '60D05', '60D99', '62E10', '62F03', '62H10', '90C15']"
7173969,Advances in Mathematics,2020,"['14N05', '13D02', '14N25', '51N35']","['13C10', '13D02', '13D02', '13D02', '13D02', '13D02', '13D03', '13D25', '13F20', '13H10', '13H15', '13P10', '14A05', '14A05', '14B15', '14C17', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14E15', '14E20', '14E22', '14E25', '14F05', '14F05', '14F05', '14F05', '14F17', '14F17', '14F17', '14F17', '14F17', '14F17', '14F18', '14H10', '14H60', '14H60', '14J10', '14J10', '14J15', '14J17', '14J30', '14J30', '14J30', '14J30', '14J35', '14J40', '14J40', '14J60', '14J60', '14J99', '14J99', '14M05', '14M05', '14M05', '14M05', '14M07', '14M10', '14M12', '14M15', '14M22', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N05', '14N15', '14N15', '14N15', '14N25', '14Q20', '14Q20', '68Q25', '68W30']"
7173970,Advances in Mathematics,2020,"['14E30', '14J32', '14J10', '14D06']","['11S40', '14-01', '14-02', '14-02', '14A10', '14A15', '14Axx', '14Axx', '14B05', '14B05', '14B05', '14C17', '14C20', '14D06', '14E05', '14E05', '14E25', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14E30', '14Exx', '14Fxx', '14G22', '14G22', '14Hxx', '14Hxx', '14J15', '14J17', '14J17', '14J17', '14J26', '14J32', '14J32', '14J33', '14J40', '14J40', '14J45', '14J45', '14J45', '14Jxx', '14M25', '14N30', '14Nxx', '55-01', '55Nxx', '55Pxx', '55Qxx']"
7173971,Advances in Mathematics,2020,"['37H12', '37E05', '37E10', '37A05']","['11K16', '11K50', '11K50', '28D05', '28D05', '28D20', '28D20', '33F04', '37-02', '37A05', '37A05', '37A05', '37A10', '37A25', '37A25', '37A25', '37A25', '37A25', '37A25', '37A30', '37A30', '37A30', '37A35', '37A45', '37A45', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A50', '37A99', '37B20', '37B20', '37C25', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C30', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C40', '37C75', '37D20', '37D20', '37D20', '37D20', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D25', '37D30', '37D30', '37D35', '37D35', '37D40', '37D50', '37D99', '37D99', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E05', '37E10', '37E10', '37E10', '37E10', '37E10', '37E20', '37E20', '37H10', '37H10', '37H10', '37H99', '37M25', '37M25', '37N20', '37N35', '46F05', '47A35', '47B38', '49N05', '53D25', '60F05', '60F10', '60F17', '60G10', '60G55', '60G70', '60J10', '82C05', '82C35']"
7173972,Advances in Mathematics,2020,"['32A26', '32F17', '32A25', '32V05']","['22E70', '26B25', '28A78', '30C35', '30C40', '30C40', '30C40', '30E10', '30E20', '30E25', '32-01', '32-01', '32-02', '32A07', '32A10', '32A25', '32A25', '32A25', '32A25', '32A25', '32A25', '32A26', '32A26', '32A26', '32A26', '32A26', '32A26', '32A26', '32A26', '32A26', '32A35', '32A50', '32A55', '32A55', '32C30', '32F17', '32F45', '32F45', '32H99', '32M15', '32T15', '32T15', '32T99', '32T99', '32V10', '32V40', '32V40', '32W05', '35S05', '37F99', '42B20', '42B20', '43-02', '43A80', '43A85', '45-02', '45C05', '45C05', '45E05', '45E05', '45Exx', '45P05', '45P05', '46E10', '46E22', '46F15', '47-02', '47A10', '47A30', '47B34', '47B38', '52A20', '52A27', '53A07', '53A55', '53C12', '53C56', '58J50', '81-02']"
7173973,Advances in Mathematics,2020,"['30L10', '30C65']","['22E25', '22E30', '22E40', '26B25', '26B25', '28-01', '28A25', '28A75', '28A75', '28A78', '28A78', '28A80', '30C62', '30C62', '30C62', '30C62', '30C65', '30C65', '30C65', '30C65', '30C65', '30C65', '30C65', '30C65', '30C65', '30C65', '30C65', '30C75', '30L10', '30L99', '31B25', '31C15', '31C15', '31E05', '32A99', '32H99', '32V05', '32V05', '32V20', '32V20', '32V99', '35J35', '35R01', '35R01', '35R03', '35R03', '42-01', '42-02', '42A55', '42B10', '42B20', '42B20', '42B25', '42B25', '42B30', '42B30', '43-02', '43A30', '43A80', '43A80', '46-01', '46-02', '46-02', '46B07', '46B20', '46E30', '46E30', '46E35', '46E35', '46E35', '46Exx', '46G05', '47F05', '47H05', '47H05', '53-02', '53A30', '53A55', '53C15', '53C15', '53C17', '53C17', '53C20', '53C20', '53C20', '53C35', '53C56', '53C65', '54E40', '54F45', '55M25', '57N15', '58D05', '60-01']"
7173974,Advances in Mathematics,2020,"['81T45', '18M20', '55N22', '16L60', '32Q25', '57R18']","['13D09', '14B05', '14D24', '14F05', '14F05', '14J32', '14N35', '16E40', '16G20', '16U70', '16W30', '17B37', '17B37', '17B37', '17B37', '17B67', '18-01', '18-02', '18-02', '18-02', '18-02', '18A10', '18A99', '18B99', '18D05', '18D05', '18D05', '18D05', '18D05', '18D05', '18D05', '18D05', '18D05', '18D05', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D10', '18D20', '18D20', '18D35', '18D35', '18D50', '18Dxx', '18E30', '18E30', '18G30', '19D23', '32Cxx', '34C40', '46A80', '53C80', '53D45', '53D55', '54Cxx', '55-02', '55M25', '55N22', '55P42', '55P48', '55P48', '55R25', '55U35', '57-01', '57-02', '57-02', '57M15', '57M25', '57M25', '57M27', '57M27', '57M99', '57M99', '57N05', '57N10', '57N10', '57N10', '57N13', '57N99', '57R15', '57R56', '57R56', '57R56', '57R56', '57R56', '57R56', '57R56', '57R56', '57R56', '57R56', '57R56', '57R57', '57R58', '57R75', '57Rxx', '58A05', '58D29', '58E05', '58E05', '58J28', '58J28', '68Q65', '81-02', '81R05', '81R10', '81R50', '81R50', '81R50', '81S10', '81T05', '81T10', '81T25', '81T30', '81T40', '81T40', '81T40', '81T40', '81T40', '81T40', '81T40', '81T45', '81T45', '81T45', '81T45', '81T45', '81T45', '81T45', '81T45', '81T45', '81T45', '81T45', '81T99', '81T99']"
7173975,Advances in Mathematics,2020,"['32M17', '53C30', '32M10']","['14L30', '17C50', '22E10', '22E10', '26E05', '32A07', '32B10', '32B10', '32C05', '32C99', '32M05', '32M10', '32M10', '32M10', '32M15', '32M15', '32M15', '32M25', '32Q99', '32V15', '32V40', '32V40', '53-02', '53A15', '53A15', '53A15', '53A15', '53A15', '53A20', '53C10', '53C15', '53C30', '53C30', '53C30', '53C30', '53C30', '53C30', '53C40', '53C40', '53C40', '53C55', '57R50', '58D05']"
7173976,Advances in Mathematics,2020,"['53E20', '53C10', '53C25', '53C55']","['14J32', '22E65', '26E15', '32Q25', '32Q25', '35G25', '35J91', '35K41', '35K52', '35K55', '35K55', '35K59', '37L05', '46E15', '53B20', '53B21', '53C10', '53C10', '53C10', '53C10', '53C10', '53C10', '53C20', '53C21', '53C21', '53C25', '53C25', '53C26', '53C29', '53C29', '53C29', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C44', '53C55', '53D25', '58C15', '58C20', '58D17', '58J35']"
7173977,Advances in Mathematics,2020,"['33C50', '33C80', '81R12']","['06B15', '14H10', '14H70', '16Z05', '17B10', '17B67', '17B81', '17B81', '17B99', '20C30', '20C30', '22E46', '22E70', '22E70', '33-02', '33C05', '33C05', '33C45', '33C45', '33C45', '33C45', '33C45', '33C45', '33C45', '33C45', '33C45', '33C50', '33C50', '33C50', '33C50', '33C50', '33C50', '33C70', '33C70', '33C80', '33C80', '33C80', '33Cxx', '33D80', '35A30', '35Q51', '37J35', '37K30', '37K30', '39A05', '39A12', '39A13', '39A14', '39A14', '39A20', '42C05', '42C05', '42C05', '42C05', '47B39', '47B39', '47L80', '60E05', '60J10', '60J25', '60J75', '60J85', '81R12', '81R12', '81R12', '81R12', '81R12', '81R15', '82B23', '92D10']"
7173978,Advances in Mathematics,2020,"['60L10', '60L20', '17B10']","['05E05', '05E10', '15B48', '16T30', '17-02', '17-02', '17A50', '17B01', '17B05', '17B10', '17B20', '17B35', '17B40', '20C15', '20F12', '20F14', '20G05', '20G40', '22E10', '22E15', '22E20', '22E60', '26A33', '26A42', '26C10', '26D15', '28A15', '28A20', '28B05', '30B10', '34A12', '34A34', '34F05', '34F05', '34F05', '43A05', '46-01', '46-02', '46B10', '46B22', '46B28', '46B99', '46E15', '46E30', '46G05', '46G10', '46M05', '46N30', '47-01', '47-02', '47A55', '47A65', '47B06', '47B10', '47B10', '47B99', '53-01', '53A04', '53A07', '53C35', '58J65', '58J65', '60-02', '60B11', '60F10', '60G17', '60G17', '60G17', '60G35', '60G44', '60G45', '60H05', '60H05', '60H05', '60H05', '60H05', '60H05', '60H05', '60H07', '60H10', '60H10', '60H10', '60H10', '60H10', '60H10', '60H10', '60H15', '60H30', '60H30', '60H30', '60H99', '60J60', '60J65', '62M20', '62P05', '65H10', '68R15', '70G40', '91-01', '91Gxx', '93-02', '93B07', '93C35', '93E03', '93E03', '93E11', '94A45']"
7173979,Advances in Mathematics,2020,"['30L05']","['00A07', '26B10', '26D15', '28A75', '28A75', '28A78', '28A80', '28A80', '28A80', '30C62', '30C65', '30C65', '30C65', '30L05', '30L05', '30L10', '30L99', '30L99', '37D35', '41A65', '46-02', '46B22', '46B85', '46B85', '46E35', '46Exx', '46G05', '46G05', '46G05', '46G05', '46M10', '53C23', '53C23', '54-02', '54F15', '57M12', '58-02', '58C20', '58C20', '58C20']"
7184837,Advances in Mathematics,2020,"['14J10', '14J28']","['13D02', '14-01', '14-02', '14-02', '14-02', '14-XX', '14Axx', '14B05', '14B07', '14B10', '14B12', '14C05', '14C15', '14C17', '14C17', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C20', '14C21', '14C22', '14C22', '14C22', '14C22', '14D15', '14D20', '14E25', '14F05', '14F05', '14F05', '14F05', '14F05', '14F17', '14F43', '14H10', '14H10', '14H10', '14H15', '14H51', '14H51', '14H51', '14H99', '14H99', '14J10', '14J10', '14J10', '14J10', '14J15', '14J15', '14J17', '14J17', '14J17', '14J17', '14J25', '14J25', '14J25', '14J25', '14J27', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J28', '14J29', '14J30', '14J30', '14J30', '14J30', '14J30', '14J30', '14J30', '14J30', '14J30', '14J30', '14J32', '14J32', '14J40', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J45', '14J50', '14J60', '14J60', '14J80', '14K12', '14M05', '14M12', '14M15', '14M20', '14M20', '14N05', '14N05', '14N05', '14N05', '32-02', '32C35', '32C37', '32G13', '32G13', '32J15', '32J25', '32L05', '32Q25', '32S05', '57R55', '58D27']"
7184838,Advances in Mathematics,2020,"['11H55', '11H06', '11H50']","['05B30', '05C70', '11E04', '11E20', '11H06', '11H06', '11H06', '11H31', '11H50', '11H50', '11H55', '11H55', '11H55', '11H55', '11H55', '11H60', '11R18', '11R23', '11R70', '20K01', '52C07', '68Q25']"
7184839,Advances in Mathematics,2020,"['16G10', '16E65', '16S35', '16S36', '16S37']","['11B39', '13F60', '13F60', '13F60', '13P10', '14A22', '14B05', '14B07', '14B07', '14F05', '14F05', '14J25', '14L30', '14M15', '14M25', '16B50', '16D90', '16D90', '16D90', '16E10', '16E20', '16E30', '16E30', '16E30', '16E30', '16E35', '16E35', '16E35', '16E40', '16E45', '16E45', '16E65', '16E65', '16E65', '16Exx', '16G10', '16G10', '16G10', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G20', '16G50', '16G60', '16G60', '16G60', '16G70', '16G70', '16G70', '16G70', '16Gxx', '16Gxx', '16H05', '16P40', '16P60', '16Rxx', '16S32', '16S32', '16S35', '16S37', '16S37', '16S37', '16S37', '16S38', '16S80', '16S80', '16S80', '16W50', '16W50', '16W50', '17B10', '17B35', '17B37', '17B55', '18-01', '18E30', '18E30', '18E30', '18E30', '18E30', '18E35', '18G80', '18Gxx', '20F99', '20G05', '22E46', '32S05', '55Uxx']"
7184840,Advances in Mathematics,2020,"['18M05', '16G20', '16D20']","['05E10', '05E10', '14-02', '14C05', '14F05', '14F05', '14L30', '14M25', '15A66', '16-01', '16-02', '16B50', '16B50', '16D90', '16E30', '16G10', '16G20', '16G60', '16G70', '17-02', '17B10', '17B37', '17B65', '17B65', '17B67', '17B68', '17B69', '17B99', '18-02', '18D10', '18D10', '18D10', '18E30', '18E30', '18E30', '18E30', '19A22', '19A22', '20C05', '20C30', '20G10', '20J06', '22E70', '55N25', '57M50', '81R10', '81R50', '81T08']"
7184841,Advances in Mathematics,2020,"['57N80', '57Q15', '58A35']","['05B30', '05C10', '05C40', '05C99', '05E45', '13F55', '32C99', '35A99', '52A40', '52B05', '52B05', '52B05', '52B05', '52B11', '52B11', '52B70', '52B70', '52Bxx', '52Bxx', '52Bxx', '52Bxx', '52C25', '52C25', '53-02', '53C42', '57-01', '57-02', '57-02', '57-04', '57M15', '57M15', '57M50', '57M99', '57N10', '57N10', '57P99', '57Q15', '57Q15', '57Q15', '57Q15', '57Q15', '57Q15', '57Q15', '57Q15', '57Q45', '57R05', '58-02', '58J99']"
7184842,Advances in Mathematics,2020,"['53B25', '58K05', '53A35', '35M10']","['32S05', '32S05', '32S25', '34A09', '34A09', '34C05', '34C05', '34C05', '34C05', '34C20', '34C20', '35M10', '35M10', '35M10', '35M10', '35Q35', '37C15', '37D40', '37D50', '37D50', '37J35', '37K25', '37K35', '47B25', '49Q05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A05', '53A10', '53A10', '53A10', '53A10', '53A10', '53A10', '53A10', '53A10', '53A30', '53A35', '53A35', '53A35', '53A35', '53A35', '53A35', '53A35', '53A35', '53A35', '53A35', '53A35', '53A40', '53A40', '53A55', '53A99', '53B25', '53B25', '53B25', '53B25', '53B25', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B30', '53B50', '53C15', '53C20', '53C22', '53C22', '53C22', '53C22', '53C40', '53C40', '53C42', '53C42', '53C42', '53C42', '53C50', '53C50', '53C50', '53C50', '53C50', '53C50', '53C50', '53C50', '53D25', '53D25', '53Z05', '57N65', '57R45', '57R45', '57R45', '57R45', '57R45', '57R45', '57R45', '57R45', '57R45', '58K05', '58K05', '58K05', '58K05', '58K05', '58K05', '58K35', '58K50', '76B99', '76G99', '83C75', '83C75']"
7184843,Advances in Mathematics,2020,"['11F27', '11B65', '33D15', '11E25', '11F11', '11P84']","['01A60', '01A60', '01A70', '01A75', '01A75', '05A17', '05A17', '05A17', '05A19', '05A19', '05A19', '05A20', '05A30', '05A30', '05A30', '05A30', '05A30', '05A30', '05E35', '11-02', '11-02', '11-03', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11B65', '11D09', '11E25', '11E25', '11E25', '11E25', '11E45', '11F03', '11F03', '11F03', '11F03', '11F11', '11F11', '11F11', '11F11', '11F11', '11F11', '11F11', '11F11', '11F11', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F27', '11F30', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F37', '11F50', '11F50', '11F50', '11F50', '11F70', '11M41', '11P05', '11P81', '11P81', '11P81', '11P81', '11P81', '11P82', '11P82', '11P82', '11P83', '11P83', '11P83', '11P84', '11P84', '11R11', '14K25', '14K25', '17B10', '17B65', '22E65', '32E05', '33-01', '33-02', '33C47', '33D10', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D15', '33D45', '33D45', '33Dxx']"
7184844,Advances in Mathematics,2020,"['47A64', '47B65', '47L07', '58B20']","['03-01', '03E20', '03E25', '03E30', '15-01', '15-02', '15A09', '15A15', '15A18', '15A42', '15A42', '15A42', '15A42', '15A45', '15A45', '15A45', '15A45', '15A45', '15A45', '15A45', '15A45', '15A45', '15A45', '15A45', '15A60', '15A60', '15A60', '15A60', '15A60', '15A60', '15A60', '15A69', '15B48', '15B48', '15B48', '15B48', '15B48', '15B48', '15B48', '15B48', '15B48', '15B48', '15B48', '15B57', '15B57', '26E60', '26E60', '26E60', '28A33', '28A33', '28C15', '28C15', '28D05', '31C25', '35B65', '35J60', '45B05', '46', '46-01', '46-02', '46A03', '46A20', '46A40', '46B03', '46B10', '46C99', '46F10', '46H05', '46L05', '46L05', '46L05', '46L05', '46L05', '46L10', '46L35', '46L40', '46L53', '46L55', '47', '47-01', '47A05', '47A10', '47A15', '47A30', '47A30', '47A30', '47A53', '47A60', '47A60', '47A63', '47A63', '47A63', '47A63', '47A63', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47A64', '47B10', '47B15', '47B15', '47B15', '47B15', '47B15', '47B25', '47B65', '47B65', '47B65', '47B65', '47L07', '47L07', '49N90', '49Q20', '53B21', '53C20', '53C20', '53C20', '53C20', '53C22', '53C23', '53C23', '53C35', '54-01', '54A05', '54A20', '54B05', '54B10', '54B15', '54C05', '54C10', '54C35', '54Dxx', '54E15', '54E35', '58E20', '58E99', '60A10', '60B05', '60B05', '60B05', '60B05', '60B05', '60B05', '60B10', '60B10', '60B12', '60B12', '60E15', '60E15', '60F15', '60F99', '60G42', '60G57', '60J05', '60J45', '62G20', '62G30', '90-02', '90B20']"
